capture_id,season,site,roll,capture,capture_date_local,capture_time_local,zooniverse_url_0,zooniverse_url_1,zooniverse_url_2,subject_id,question__species,question__count_max,question__count_median,question__count_min,question__standing,question__resting,question__moving,question__eating,question__interacting,question__young_present,question__horns_visible,p_users_identified_this_species,pielous_evenness_index
APN_S1#K073#1#637,APN_S1,K073,1,637,2017-08-05,10:57:14,https://panoptes-uploads.zooniverse.org/production/subject_location/16a2a-16a2a-04d21-17a2b-06774.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/0ac2e-16499-0c0cb-16499-02b32.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/17416-07929-13559-18572-0cc55.jpeg,17685617,impala,10,10,8,0.47,0,0.65,1,0,0.12,0,0.85,0.47
APN_S1#K073#1#618,APN_S1,K073,1,618,2017-08-05,6:45:08,https://panoptes-uploads.zooniverse.org/production/subject_location/06581-09add-0f98c-03b2b-0dbe5.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/166bd-145ca-0a3dd-04e47-08db3.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/1456f-0cc55-05607-0a9ab-04b17.jpeg,17582988,impala,6,6,6,0.44,0,0.5,0.94,0.06,0.17,0.78,1,0
APN_S1#U23a#1#106,APN_S1,U23a,1,106,2017-08-05,17:38:41,https://panoptes-uploads.zooniverse.org/production/subject_location/12eee-0295e-0b861-04e5c-06009.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/08144-07fe2-07190-180ee-167b7.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/123a6-0d3a4-109f8-0b143-04293.jpeg,17399115,impala,5,4,3,0.14,0,1,0.36,0,0.5,0,0.78,0.55
APN_S1#K024#2#144,APN_S1,K024,2,144,2017-08-05,11:14:42,https://panoptes-uploads.zooniverse.org/production/subject_location/18497-0962b-05001-0295e-0a98b.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/0c0cb-0ef2c-0aa18-0426a-0a828.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/0a7b4-0a2e6-0e220-0fc35-0feb2.jpeg,17166373,hare,4,4,2,0.06,0,1,0,0,0.71,0.12,0.89,0.49
APN_S1#K013#1#129,APN_S1,K013,1,129,2017-08-07,17:23:20,https://panoptes-uploads.zooniverse.org/production/subject_location/05e27-13c34-0a98b-068bf-12658.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/0b6c6-08592-0337c-1744c-03486.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/09b53-123a6-15eee-0285d-097d8.jpeg,17241877,impala,2,2,2,0.06,0,1,0,0,0.24,0.18,0.89,0.37
APN_S1#6U#2#5,APN_S1,6U,2,5,2017-08-07,4:49:29,https://panoptes-uploads.zooniverse.org/production/subject_location/12e08-08799-06009-09168-128ec.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/0544f-082ac-166bd-08592-06f15.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/0a490-0a9ab-11744-0e845-0a490.jpeg,17759087,zebraburchells,2,2,1,0,0,1,0,0,0.08,0,0.63,0.74
APN_S1#JJP#1#44,APN_S1,JJP,1,44,2017-08-07,16:37:20,https://panoptes-uploads.zooniverse.org/production/subject_location/0921b-162f6-1565e-04e59-0a4ae.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/11a43-02b32-0a828-0c0cb-07218.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/05c31-082d3-05ac3-0a366-0b143.jpeg,17789829,hare,2,2,1,0,0,0.69,0.38,0,0.08,0,0.65,0.71
APN_S1#U23a#1#29,APN_S1,U23a,1,29,2017-08-08,15:58:09,https://panoptes-uploads.zooniverse.org/production/subject_location/17a2b-16e94-0c62b-0ff35-0cdef.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/0279e-087dc-145ca-05851-027e6.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/0872f-053f9-17dc8-17dc8-0eb9a.jpeg,17170443,elephant,5,5,5,0.06,0,0.94,0,0,0.06,0.06,0.9,0.47
APN_S1#JJ6#2#96,APN_S1,JJ6,2,96,2017-08-11,20:42:05,https://panoptes-uploads.zooniverse.org/production/subject_location/04a51-08285-089ce-1640f-1565e.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/04b3a-17b24-0be8a-0efee-0a3dd.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/17a8d-04e32-0d3a4-13559-02c31.jpeg,17849333,impala,11-50,11-50,10,0.4,0.07,0.53,0.87,0,0.07,NA,0.88,0.4
APN_S1#KUMH#2#363,APN_S1,KUMH,2,363,2017-08-11,10:07:14,https://panoptes-uploads.zooniverse.org/production/subject_location/0b861-091a6-12e08-09add-04698.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/02cd3-0964f-128a4-082ac-160a0.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/0e845-0bd6b-12ac6-17416-02d1b.jpeg,17234439,impala,5,4,3,0.06,0.06,0.94,0.06,0,0,NA,0.9,0.47
APN_S1#U64c#1#157,APN_S1,U64c,1,157,2017-08-14,16:54:46,https://panoptes-uploads.zooniverse.org/production/subject_location/04e59-11abf-0b5f1-0e8c1-12e08.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/11e98-04b3a-087dc-17cf3-092aa.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/0b143-05c31-06a1a-0a1c9-12f95.jpeg,17922435,elephant,2,2,2,0,0,1,0,0,0,0.83,0.9,0.47
APN_S1#JJ5#1#89,APN_S1,JJ5,1,89,2017-08-14,15:23:36,https://panoptes-uploads.zooniverse.org/production/subject_location/0e8c1-0e49a-111f8-05e27-0fca6.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/0750c-032c0-05851-17f05-0995b.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/1103c-06546-0eb9a-0446c-0d3a4.jpeg,17856721,elephant,4,4,3,0.33,0,0.87,0.53,0,0.07,0.07,0.75,0.58
APN_S1#KUMH#2#206,APN_S1,KUMH,2,206,2017-08-16,7:27:20,https://panoptes-uploads.zooniverse.org/production/subject_location/0e5a0-166e4-04a51-0643f-10362.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/10eee-0b381-167b7-0aa18-180c5.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/07929-0feb2-17531-0cfa8-065a2.jpeg,17366525,duiker,1,1,1,0,0,1,0,0,0,NA,1,0
APN_S1#U64c#1#99,APN_S1,U64c,1,99,2017-08-18,12:31:48,https://panoptes-uploads.zooniverse.org/production/subject_location/16e94-1640f-04d81-0a76a-17b82.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/097f2-0337c-0aecc-027e6-0b6c6.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/0d3a4-13559-17f9e-0aa7a-0577b.jpeg,17063095,impala,1,1,1,0,0,1,0,0,0,NA,0.93,0.37
APN_S1#JJP#1#138,APN_S1,JJP,1,138,2017-08-18,22:38:12,https://panoptes-uploads.zooniverse.org/production/subject_location/128ec-06774-02b91-08f79-054a0.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/07218-092aa-0a9c0-0750c-0c0cb.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/06aae-150e7-09b28-04293-07929.jpeg,17451674,elephant,1,1,1,0.67,0,0.42,0,0,0,NA,0.86,0.46
APN_S1#UMH8#2#25,APN_S1,UMH8,2,25,2017-08-19,6:48:46,https://panoptes-uploads.zooniverse.org/production/subject_location/04d21-0c73c-17a2b-08285-0c73c.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/03486-0426a-065aa-02cd3-04b3a.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/05154-03044-0a1c9-03044-04e32.jpeg,17663252,elephant,1,1,1,0.74,0,0.26,0,0,0,NA,1,0
APN_S1#KUMH#2#243,APN_S1,KUMH,2,243,2017-08-23,10:33:52,https://panoptes-uploads.zooniverse.org/production/subject_location/0532a-0b790-0cdef-0641e-0295e.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/0b9eb-06f15-0311e-09f3a-0b9eb.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/05f3e-0e220-0a366-0ac28-151f0.jpeg,17615033,guineafowl,1,1,1,0.5,0,0.5,0,0,0,NA,1,0.3
APN_S1#DW#1#152,APN_S1,DW,1,152,2017-08-23,11:39:06,https://panoptes-uploads.zooniverse.org/production/subject_location/11abf-02de0-0667b-10062-05001.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/0ec1b-0aa18-10c3d-08b07-183ec.jpeg,https://panoptes-uploads.zooniverse.org/production/subject_location/131b6-0a7b4-105f4-109f8-17a8d.jpeg,17185207,warthog,1,1,1,0.63,0.05,0.37,0,0,0,NA,1,0
